MOT;Occurence;Frequence
manifestaient;4;6.79370902544244E-5
réveil;2;3.39685451272122E-5
superficiels;4;6.79370902544244E-5
rejette;3;5.0952817690818304E-5
provocation;3;5.0952817690818304E-5
élevaient;2;3.39685451272122E-5
troupes;10;1.69842725636061E-4
enleva;2;3.39685451272122E-5
banque;4;6.79370902544244E-5
chrétiens;2;3.39685451272122E-5
immortel;2;3.39685451272122E-5
tir;3;5.0952817690818304E-5
mieux;87;0.0014776317130337307
considérables;5;8.49213628180305E-5
rendait;5;8.49213628180305E-5
glace;2;3.39685451272122E-5
rome;8;1.358741805088488E-4
spectateurs;2;3.39685451272122E-5
résolue;5;8.49213628180305E-5
familles;2;3.39685451272122E-5
mesurent;2;3.39685451272122E-5
foyer;2;3.39685451272122E-5
supposer;3;5.0952817690818304E-5
mines;2;3.39685451272122E-5
sang;62;0.0010530248989435783
incombe;2;3.39685451272122E-5
projets;6;1.0190563538163661E-4
regardaient;2;3.39685451272122E-5
dégâts;4;6.79370902544244E-5
fuite;2;3.39685451272122E-5
intentionnés;2;3.39685451272122E-5
requise;2;3.39685451272122E-5
indispensable;8;1.358741805088488E-4
remerciant;2;3.39685451272122E-5
fallut;9;1.528584530724549E-4
représentation;5;8.49213628180305E-5
lent;2;3.39685451272122E-5
chefs;23;3.906382689629403E-4
décrépitude;2;3.39685451272122E-5
jette;3;5.0952817690818304E-5
arrivaient;2;3.39685451272122E-5
terminé;5;8.49213628180305E-5
faut-il;4;6.79370902544244E-5
compréhensible;5;8.49213628180305E-5
chrétien-;3;5.0952817690818304E-5
envisage;3;5.0952817690818304E-5
constater;9;1.528584530724549E-4
croissant;4;6.79370902544244E-5
cesser;4;6.79370902544244E-5
désillusions;2;3.39685451272122E-5
géniale;8;1.358741805088488E-4
devenu;26;4.415910866537586E-4
membres;20;3.39685451272122E-4
résiste;2;3.39685451272122E-5
hauteur;6;1.0190563538163661E-4
dizaines;8;1.358741805088488E-4
balkans;3;5.0952817690818304E-5
devenait;7;1.188899079452427E-4
avant-;2;3.39685451272122E-5
docilité;3;5.0952817690818304E-5
marchands;2;3.39685451272122E-5
expose;9;1.528584530724549E-4
actuelle;13;2.207955433268793E-4
société;12;2.0381127076327322E-4
enrichissement;3;5.0952817690818304E-5
antisémitisme;7;1.188899079452427E-4
procréé;2;3.39685451272122E-5
filets;4;6.79370902544244E-5
vorwärts;2;3.39685451272122E-5
éternel;10;1.69842725636061E-4
voudraient;2;3.39685451272122E-5
permît;6;1.0190563538163661E-4
permis;9;1.528584530724549E-4
grégaire;4;6.79370902544244E-5
personnel;6;1.0190563538163661E-4
passant;2;3.39685451272122E-5
artistes;2;3.39685451272122E-5
personnes;15;2.5476408845409153E-4
assiège;2;3.39685451272122E-5
désespérer;3;5.0952817690818304E-5
emprunté;2;3.39685451272122E-5
sache;3;5.0952817690818304E-5
ajoute;4;6.79370902544244E-5
unissent;2;3.39685451272122E-5
pologne;8;1.358741805088488E-4
presse;63;0.0010700091715071843
hâte;3;5.0952817690818304E-5
flot;8;1.358741805088488E-4
successeurs;3;5.0952817690818304E-5
convaincus;3;5.0952817690818304E-5
réformes;5;8.49213628180305E-5
propos;7;1.188899079452427E-4
corde;2;3.39685451272122E-5
communautés;4;6.79370902544244E-5
actuel;11;1.8682699819966712E-4
gestes;3;5.0952817690818304E-5
rêvent;2;3.39685451272122E-5
foudre;3;5.0952817690818304E-5
langue;24;4.0762254152654643E-4
travaillent;3;5.0952817690818304E-5
destiné;6;1.0190563538163661E-4
commencèrent;12;2.0381127076327322E-4
taureau;2;3.39685451272122E-5
profitant;2;3.39685451272122E-5
maternelle;3;5.0952817690818304E-5
souci;16;2.717483610176976E-4
savoir;35;5.944495397262135E-4
attente;2;3.39685451272122E-5
emparait;2;3.39685451272122E-5
gaillards;4;6.79370902544244E-5
disent;4;6.79370902544244E-5
permettaient;3;5.0952817690818304E-5
défaillance;2;3.39685451272122E-5
primitif;4;6.79370902544244E-5
protection;14;2.377798158904854E-4
noirs;3;5.0952817690818304E-5
conserver;20;3.39685451272122E-4
teint;2;3.39685451272122E-5
avril;2;3.39685451272122E-5
empoisonne;3;5.0952817690818304E-5
propre;91;0.0015455688032881552
mosaïque;2;3.39685451272122E-5
réelle;7;1.188899079452427E-4
exactitude;3;5.0952817690818304E-5
révèle;5;8.49213628180305E-5
créées;2;3.39685451272122E-5
tôt;23;3.906382689629403E-4
meneurs;6;1.0190563538163661E-4
là-;2;3.39685451272122E-5
mauvaise;14;2.377798158904854E-4
pouvons;4;6.79370902544244E-5
étincelle;3;5.0952817690818304E-5
étude;12;2.0381127076327322E-4
agissait;17;2.8873263358130373E-4
question;116;0.0019701756173783076
spirituelles;4;6.79370902544244E-5
haut;32;5.434967220353952E-4
surhumaine;2;3.39685451272122E-5
premier;100;0.00169842725636061
humainement;2;3.39685451272122E-5
poète;2;3.39685451272122E-5
celle-là;3;5.0952817690818304E-5
fraternité;2;3.39685451272122E-5
moyennes;2;3.39685451272122E-5
hâter;2;3.39685451272122E-5
convaincre;9;1.528584530724549E-4
pressentais;2;3.39685451272122E-5
firmament;3;5.0952817690818304E-5
balayeurs;2;3.39685451272122E-5
ardeur;9;1.528584530724549E-4
appuie;2;3.39685451272122E-5
torturés;3;5.0952817690818304E-5
proprement;8;1.358741805088488E-4
renoncer;12;2.0381127076327322E-4
regard;6;1.0190563538163661E-4
stupidité;7;1.188899079452427E-4
industries;2;3.39685451272122E-5
pangermaniste;31;5.265124494717891E-4
flots;4;6.79370902544244E-5
tziganes;4;6.79370902544244E-5
appuis;2;3.39685451272122E-5
daigne;2;3.39685451272122E-5
mettra;4;6.79370902544244E-5
capital;27;4.585753592173647E-4
judicieuse;2;3.39685451272122E-5
réponde;2;3.39685451272122E-5
hostile;10;1.69842725636061E-4
cou;2;3.39685451272122E-5
retraite;4;6.79370902544244E-5
grâces;3;5.0952817690818304E-5
apporté;4;6.79370902544244E-5
libéralisme;2;3.39685451272122E-5
employée;2;3.39685451272122E-5
souille;2;3.39685451272122E-5
mettre;62;0.0010530248989435783
adopté;2;3.39685451272122E-5
académie;5;8.49213628180305E-5
intelligemment;3;5.0952817690818304E-5
extérieurement;4;6.79370902544244E-5
employer;13;2.207955433268793E-4
derrière;4;6.79370902544244E-5
souvenait;2;3.39685451272122E-5
employés;8;1.358741805088488E-4
descendance;9;1.528584530724549E-4
poursuivent;3;5.0952817690818304E-5
initiale;2;3.39685451272122E-5
quittai;4;6.79370902544244E-5
lest;2;3.39685451272122E-5
quarante;5;8.49213628180305E-5
oublient;2;3.39685451272122E-5
culturels;3;5.0952817690818304E-5
meilleures;9;1.528584530724549E-4
antiparlementaire;2;3.39685451272122E-5
trône;4;6.79370902544244E-5
institutions;11;1.8682699819966712E-4
voient;5;8.49213628180305E-5
condition;49;8.322293556166989E-4
inventions;2;3.39685451272122E-5
obligation;6;1.0190563538163661E-4
pacifisme;6;1.0190563538163661E-4
bandits;2;3.39685451272122E-5
goût;5;8.49213628180305E-5
conduirait;5;8.49213628180305E-5
roue;3;5.0952817690818304E-5
camelote;2;3.39685451272122E-5
fréquemment;5;8.49213628180305E-5
théorie;11;1.8682699819966712E-4
religieuses;18;3.057169061449098E-4
nourricier;3;5.0952817690818304E-5
faites;10;1.69842725636061E-4
durables;2;3.39685451272122E-5
technique;20;3.39685451272122E-4
immenses;4;6.79370902544244E-5
céder;4;6.79370902544244E-5
follement;2;3.39685451272122E-5
effective;4;6.79370902544244E-5
richesse;6;1.0190563538163661E-4
racaille;2;3.39685451272122E-5
devrait;12;2.0381127076327322E-4
conseiller;5;8.49213628180305E-5
persistante;2;3.39685451272122E-5
pire;21;3.566697238357281E-4
insipides;2;3.39685451272122E-5
effrayante;2;3.39685451272122E-5
laborieux;2;3.39685451272122E-5
bruits;3;5.0952817690818304E-5
cri;4;6.79370902544244E-5
sortent;2;3.39685451272122E-5
direction;21;3.566697238357281E-4
croit-on;2;3.39685451272122E-5
enclin;2;3.39685451272122E-5
totale;11;1.8682699819966712E-4
cru;4;6.79370902544244E-5
hautement;2;3.39685451272122E-5
déclarations;2;3.39685451272122E-5
bateaux;2;3.39685451272122E-5
possibilité;31;5.265124494717891E-4
socialisme;4;6.79370902544244E-5
impatience;2;3.39685451272122E-5
productions;4;6.79370902544244E-5
périrent;3;5.0952817690818304E-5
appui;12;2.0381127076327322E-4
nombreux;24;4.0762254152654643E-4
près;30;5.095281769081831E-4
attire;3;5.0952817690818304E-5
tue;2;3.39685451272122E-5
prêt;16;2.717483610176976E-4
éleva;2;3.39685451272122E-5
prête;5;8.49213628180305E-5
élevé;15;2.5476408845409153E-4
directe;4;6.79370902544244E-5
travailleur;13;2.207955433268793E-4
honnête;9;1.528584530724549E-4
échangeaient;2;3.39685451272122E-5
élément;19;3.227011787085159E-4
capacités;10;1.69842725636061E-4
supérieurs;4;6.79370902544244E-5
importants;8;1.358741805088488E-4
janvier;4;6.79370902544244E-5
probable;2;3.39685451272122E-5
balles;6;1.0190563538163661E-4
admettre;9;1.528584530724549E-4
inoffensif;2;3.39685451272122E-5
salaire;3;5.0952817690818304E-5
supérieure;21;3.566697238357281E-4
admettra;2;3.39685451272122E-5
heureuse;4;6.79370902544244E-5
importante;8;1.358741805088488E-4
forment;4;6.79370902544244E-5
directs;2;3.39685451272122E-5
prêts;8;1.358741805088488E-4
territoire;20;3.39685451272122E-4
maintes;8;1.358741805088488E-4
ardent;2;3.39685451272122E-5
révélations;2;3.39685451272122E-5
document;3;5.0952817690818304E-5
rapport;20;3.39685451272122E-4
monarchique;3;5.0952817690818304E-5
fixer;2;3.39685451272122E-5
volonté;78;0.0013247732599612758
descendants;4;6.79370902544244E-5
fixés;5;8.49213628180305E-5
instinctive;2;3.39685451272122E-5
conférer;6;1.0190563538163661E-4
empoisonnement;8;1.358741805088488E-4
persévérante;2;3.39685451272122E-5
tonnage;4;6.79370902544244E-5
création;11;1.8682699819966712E-4
frontière;5;8.49213628180305E-5
situation;64;0.0010869934440707904
études;11;1.8682699819966712E-4
législation;5;8.49213628180305E-5
inclination;3;5.0952817690818304E-5
fourbes;2;3.39685451272122E-5
conduites;2;3.39685451272122E-5
répondaient;2;3.39685451272122E-5
appartiennent;3;5.0952817690818304E-5
peut-être;41;6.963551751078502E-4
honneur;18;3.057169061449098E-4
boutiquiers;2;3.39685451272122E-5
incarner;2;3.39685451272122E-5
réussi;11;1.8682699819966712E-4
refuser;3;5.0952817690818304E-5
touchent;3;5.0952817690818304E-5
services;7;1.188899079452427E-4
souciait;2;3.39685451272122E-5
complice;3;5.0952817690818304E-5
demander;3;5.0952817690818304E-5
revêtu;3;5.0952817690818304E-5
sottise;11;1.8682699819966712E-4
arrivistes;2;3.39685451272122E-5
torture;3;5.0952817690818304E-5
souris;7;1.188899079452427E-4
sourit;2;3.39685451272122E-5
obstine;2;3.39685451272122E-5
attirer;13;2.207955433268793E-4
lévriers;2;3.39685451272122E-5
suffise;2;3.39685451272122E-5
jouissent;3;5.0952817690818304E-5
offrir;3;5.0952817690818304E-5
redoute;2;3.39685451272122E-5
cabinet;4;6.79370902544244E-5
premièrement;2;3.39685451272122E-5
privilèges;3;5.0952817690818304E-5
gravité;2;3.39685451272122E-5
prix;17;2.8873263358130373E-4
guérison;9;1.528584530724549E-4
drexler;3;5.0952817690818304E-5
prendre;67;0.0011379462617616088
lié;5;8.49213628180305E-5
chapitres;4;6.79370902544244E-5
source;9;1.528584530724549E-4
étroitement;6;1.0190563538163661E-4
pacifiste;16;2.717483610176976E-4
définie;3;5.0952817690818304E-5
éloigné;2;3.39685451272122E-5
séparation;8;1.358741805088488E-4
épine;2;3.39685451272122E-5
lit;3;5.0952817690818304E-5
suffira;2;3.39685451272122E-5
incapables;7;1.188899079452427E-4
pris;27;4.585753592173647E-4
entreprendre;9;1.528584530724549E-4
suffire;2;3.39685451272122E-5
auxquelles;2;3.39685451272122E-5
reculer;3;5.0952817690818304E-5
pompe;2;3.39685451272122E-5
russe;2;3.39685451272122E-5
marxistes;16;2.717483610176976E-4
stabilité;3;5.0952817690818304E-5
tension;2;3.39685451272122E-5
amende;3;5.0952817690818304E-5
suites;13;2.207955433268793E-4
regardant;3;5.0952817690818304E-5
pauvre;11;1.8682699819966712E-4
répandu;3;5.0952817690818304E-5
désastreux;5;8.49213628180305E-5
soviets;2;3.39685451272122E-5
solidarité;9;1.528584530724549E-4
pitoyables;2;3.39685451272122E-5
fixée;2;3.39685451272122E-5
page;2;3.39685451272122E-5
fossoyeurs;2;3.39685451272122E-5
étendu;5;8.49213628180305E-5
pénétrer;7;1.188899079452427E-4
énergiquement;3;5.0952817690818304E-5
lutter;18;3.057169061449098E-4
luttes;11;1.8682699819966712E-4
concept;3;5.0952817690818304E-5
pinson;2;3.39685451272122E-5
doués;3;5.0952817690818304E-5
fêtes;4;6.79370902544244E-5
vigoureuse;5;8.49213628180305E-5
méritoire;2;3.39685451272122E-5
éternelles;2;3.39685451272122E-5
polémique;3;5.0952817690818304E-5
provoquent;2;3.39685451272122E-5
paix;33;5.604809945990013E-4
apparaissait;8;1.358741805088488E-4
poussera;2;3.39685451272122E-5
intellectuel;18;3.057169061449098E-4
réclame;3;5.0952817690818304E-5
délimité;5;8.49213628180305E-5
idole;2;3.39685451272122E-5
attendu;3;5.0952817690818304E-5
socialiste;8;1.358741805088488E-4
précis;5;8.49213628180305E-5
douée;2;3.39685451272122E-5
pain;19;3.227011787085159E-4
clef;3;5.0952817690818304E-5
pouvions;3;5.0952817690818304E-5
désespérance;2;3.39685451272122E-5
affirmations;5;8.49213628180305E-5
niveau;33;5.604809945990013E-4
libéré;4;6.79370902544244E-5
nette;3;5.0952817690818304E-5
réseau;6;1.0190563538163661E-4
hôtels;3;5.0952817690818304E-5
amenés;2;3.39685451272122E-5
anglais;23;3.906382689629403E-4
amener;14;2.377798158904854E-4
événements;19;3.227011787085159E-4
paie;3;5.0952817690818304E-5
jetée;2;3.39685451272122E-5
prévu;3;5.0952817690818304E-5
verser;2;3.39685451272122E-5
finance;8;1.358741805088488E-4
américains;4;6.79370902544244E-5
jeter;6;1.0190563538163661E-4
mécontentement;11;1.8682699819966712E-4
obstacles;3;5.0952817690818304E-5
odieux;3;5.0952817690818304E-5
comprit;6;1.0190563538163661E-4
compris;25;4.246068140901525E-4
prêter;2;3.39685451272122E-5
novembre;11;1.8682699819966712E-4
consistait;4;6.79370902544244E-5
néanmoins;5;8.49213628180305E-5
demandé;7;1.188899079452427E-4
reçoit;7;1.188899079452427E-4
plume;4;6.79370902544244E-5
religieuse;28;4.755596317809708E-4
hôpital;12;2.0381127076327322E-4
midi;3;5.0952817690818304E-5
comprendre;48;8.152450830530929E-4
essentiels;4;6.79370902544244E-5
lâcher;2;3.39685451272122E-5
lâches;6;1.0190563538163661E-4
assurément;3;5.0952817690818304E-5
imaginer;17;2.8873263358130373E-4
spécifique;2;3.39685451272122E-5
imbécile;2;3.39685451272122E-5
comprendra;5;8.49213628180305E-5
dérogations;2;3.39685451272122E-5
lourd;2;3.39685451272122E-5
domaines;14;2.377798158904854E-4
fierté;5;8.49213628180305E-5
figurent;2;3.39685451272122E-5
rapproche;4;6.79370902544244E-5
paraissaient;11;1.8682699819966712E-4
mettent;5;8.49213628180305E-5
familiale;3;5.0952817690818304E-5
virtuosité;2;3.39685451272122E-5
honnêteté;3;5.0952817690818304E-5
préoccupations;3;5.0952817690818304E-5
cultivés;2;3.39685451272122E-5
revenir;8;1.358741805088488E-4
traîné;5;8.49213628180305E-5
œuvres;16;2.717483610176976E-4
planète;5;8.49213628180305E-5
chers;5;8.49213628180305E-5
orateur;11;1.8682699819966712E-4
loi;16;2.717483610176976E-4
éloignaient;2;3.39685451272122E-5
priori;5;8.49213628180305E-5
hésiter;3;5.0952817690818304E-5
centimètres;5;8.49213628180305E-5
francfort;2;3.39685451272122E-5
racistes;9;1.528584530724549E-4
formation;28;4.755596317809708E-4
chaude;2;3.39685451272122E-5
ringstrasse;4;6.79370902544244E-5
principes;25;4.246068140901525E-4
reichsrat;6;1.0190563538163661E-4
lot;2;3.39685451272122E-5
assura;4;6.79370902544244E-5
baptême;3;5.0952817690818304E-5
opposait;3;5.0952817690818304E-5
possèdent;3;5.0952817690818304E-5
assuré;6;1.0190563538163661E-4
émergent;3;5.0952817690818304E-5
différemment;3;5.0952817690818304E-5
contradiction;6;1.0190563538163661E-4
deviennent;9;1.528584530724549E-4
groupements;4;6.79370902544244E-5
député;3;5.0952817690818304E-5
aider;3;5.0952817690818304E-5
gouverner;4;6.79370902544244E-5
compromettait;2;3.39685451272122E-5
dedans;2;3.39685451272122E-5
accentuée;2;3.39685451272122E-5
passe-passe;2;3.39685451272122E-5
comporte;6;1.0190563538163661E-4
parvint;2;3.39685451272122E-5
centre;18;3.057169061449098E-4
pignon;2;3.39685451272122E-5
affreux;2;3.39685451272122E-5
absurdité;9;1.528584530724549E-4
chère;3;5.0952817690818304E-5
réformateurs;2;3.39685451272122E-5
scientifiques;2;3.39685451272122E-5
dangereuse;6;1.0190563538163661E-4
accomplissement;10;1.69842725636061E-4
politiciens;9;1.528584530724549E-4
furtivement;2;3.39685451272122E-5
dissoudre;2;3.39685451272122E-5
dit-il;2;3.39685451272122E-5
contrainte;7;1.188899079452427E-4
intéressant;3;5.0952817690818304E-5
ajouter;9;1.528584530724549E-4
élargi;2;3.39685451272122E-5
redoutables;3;5.0952817690818304E-5
trouvâmes;2;3.39685451272122E-5
autrichienne;9;1.528584530724549E-4
alliance;36;6.114338122898196E-4
naissant;2;3.39685451272122E-5
secondaire;6;1.0190563538163661E-4
possession;4;6.79370902544244E-5
engageait;2;3.39685451272122E-5
faiblissent;2;3.39685451272122E-5
ajoutez;6;1.0190563538163661E-4
judaïsation;2;3.39685451272122E-5
seigneur;7;1.188899079452427E-4
expérience;16;2.717483610176976E-4
témoin;7;1.188899079452427E-4
chevaliers;6;1.0190563538163661E-4
tels;15;2.5476408845409153E-4
italie;10;1.69842725636061E-4
fidèles;7;1.188899079452427E-4
vieillard;2;3.39685451272122E-5
commander;3;5.0952817690818304E-5
maison;40;6.79370902544244E-4
zone;2;3.39685451272122E-5
éventuel;2;3.39685451272122E-5
frick;3;5.0952817690818304E-5
das;2;3.39685451272122E-5
survint;3;5.0952817690818304E-5
honteusement;2;3.39685451272122E-5
attachement;4;6.79370902544244E-5
bourgade;2;3.39685451272122E-5
reconquérir;2;3.39685451272122E-5
sûreté;2;3.39685451272122E-5
minutes;8;1.358741805088488E-4
sensiblement;6;1.0190563538163661E-4
absolu;3;5.0952817690818304E-5
inquiète;2;3.39685451272122E-5
sacrifice;25;4.246068140901525E-4
intéressé;2;3.39685451272122E-5
prague;2;3.39685451272122E-5
telles;15;2.5476408845409153E-4
ressortir;6;1.0190563538163661E-4
domine;6;1.0190563538163661E-4
corps;56;9.511192635619416E-4
parvient;2;3.39685451272122E-5
réponse;18;3.057169061449098E-4
recevra;2;3.39685451272122E-5
produire;13;2.207955433268793E-4
pénible;11;1.8682699819966712E-4
aperçus;3;5.0952817690818304E-5
tenais;6;1.0190563538163661E-4
japon;6;1.0190563538163661E-4
tenait;5;8.49213628180305E-5
cohésion;8;1.358741805088488E-4
soldats;20;3.39685451272122E-4
asile;2;3.39685451272122E-5
realschule;11;1.8682699819966712E-4
antipathie;5;8.49213628180305E-5
craint;4;6.79370902544244E-5
dons;11;1.8682699819966712E-4
paru;5;8.49213628180305E-5
produits;9;1.528584530724549E-4
signaler;2;3.39685451272122E-5
endroit;9;1.528584530724549E-4
parurent;2;3.39685451272122E-5
certitude;4;6.79370902544244E-5
part;68;0.001154930534325215
catholicisme;2;3.39685451272122E-5
curiosité;4;6.79370902544244E-5
actualité;4;6.79370902544244E-5
affirmer;4;6.79370902544244E-5
insinue;2;3.39685451272122E-5
devoirs;5;8.49213628180305E-5
diriger;6;1.0190563538163661E-4
interdit;2;3.39685451272122E-5
tenu;9;1.528584530724549E-4
manquait;10;1.69842725636061E-4
vains;2;3.39685451272122E-5
principal;7;1.188899079452427E-4
tend;5;8.49213628180305E-5
désarmement;2;3.39685451272122E-5
obéit;2;3.39685451272122E-5
dirigée;7;1.188899079452427E-4
ouvrir;7;1.188899079452427E-4
introduction;3;5.0952817690818304E-5
ouvrit;2;3.39685451272122E-5
utopie;2;3.39685451272122E-5
affaiblir;6;1.0190563538163661E-4
comprendront;2;3.39685451272122E-5
sacrifier;6;1.0190563538163661E-4
initiés;2;3.39685451272122E-5
persuader;3;5.0952817690818304E-5
inéluctable;2;3.39685451272122E-5
éternels;3;5.0952817690818304E-5
étudie;6;1.0190563538163661E-4
concentration;5;8.49213628180305E-5
congrès;2;3.39685451272122E-5
déterminées;7;1.188899079452427E-4
social-démocrate;3;5.0952817690818304E-5
est-à-dire;30;5.095281769081831E-4
avant-guerre;12;2.0381127076327322E-4
confession;9;1.528584530724549E-4
demeures;2;3.39685451272122E-5
misérables;12;2.0381127076327322E-4
sérieuse;10;1.69842725636061E-4
produite;5;8.49213628180305E-5
importantes;9;1.528584530724549E-4
vaine;9;1.528584530724549E-4
persuadés;2;3.39685451272122E-5
internationaux;5;8.49213628180305E-5
apprécient;2;3.39685451272122E-5
dissimulait;6;1.0190563538163661E-4
allai;2;3.39685451272122E-5
crise;2;3.39685451272122E-5
supportable;3;5.0952817690818304E-5
avidité;3;5.0952817690818304E-5
orateurs;4;6.79370902544244E-5
insuffisante;6;1.0190563538163661E-4
lut;2;3.39685451272122E-5
bourgeoise;4;6.79370902544244E-5
lus;7;1.188899079452427E-4
compassion;2;3.39685451272122E-5
der;2;3.39685451272122E-5
élémentaires;2;3.39685451272122E-5
cramponne;2;3.39685451272122E-5
doté;2;3.39685451272122E-5
perdues;3;5.0952817690818304E-5
paradis;2;3.39685451272122E-5
grotesque;2;3.39685451272122E-5
amoureuse;2;3.39685451272122E-5
longuement;2;3.39685451272122E-5
prévention;2;3.39685451272122E-5
apparition;4;6.79370902544244E-5
servitude;3;5.0952817690818304E-5
préjudices;2;3.39685451272122E-5
déraison;2;3.39685451272122E-5
provinces;3;5.0952817690818304E-5
conquérants;2;3.39685451272122E-5
rayer;2;3.39685451272122E-5
parlaient;3;5.0952817690818304E-5
espèce;23;3.906382689629403E-4
soigneusement;3;5.0952817690818304E-5
obtenus;4;6.79370902544244E-5
est-il;7;1.188899079452427E-4
fumier;2;3.39685451272122E-5
stade;3;5.0952817690818304E-5
manifestait;4;6.79370902544244E-5
lamentablement;2;3.39685451272122E-5
exalte;2;3.39685451272122E-5
indépendance;26;4.415910866537586E-4
travailleurs;24;4.0762254152654643E-4
tellement;12;2.0381127076327322E-4
trouvant;2;3.39685451272122E-5
paralysie;2;3.39685451272122E-5
attitude;43;7.303237202350623E-4
convenable;4;6.79370902544244E-5
scandale;4;6.79370902544244E-5
quinze;16;2.717483610176976E-4
compare;3;5.0952817690818304E-5
dirigent;2;3.39685451272122E-5
monté;3;5.0952817690818304E-5
européennes;4;6.79370902544244E-5
manœuvre;6;1.0190563538163661E-4
outre;18;3.057169061449098E-4
journal;8;1.358741805088488E-4
essaient;2;3.39685451272122E-5
bouclier;3;5.0952817690818304E-5
sentent;2;3.39685451272122E-5
hôtel;2;3.39685451272122E-5
voudrait;4;6.79370902544244E-5
acquisition;4;6.79370902544244E-5
deuxièmes;2;3.39685451272122E-5
accueille;2;3.39685451272122E-5
mine;2;3.39685451272122E-5
harrer;4;6.79370902544244E-5
nègres;2;3.39685451272122E-5
jugements;4;6.79370902544244E-5
complices;4;6.79370902544244E-5
possible;64;0.0010869934440707904
subjuguer;2;3.39685451272122E-5
mettaient;5;8.49213628180305E-5
civique;2;3.39685451272122E-5
accorda;4;6.79370902544244E-5
menait;4;6.79370902544244E-5
doué;9;1.528584530724549E-4
maladif;3;5.0952817690818304E-5
inflexible;2;3.39685451272122E-5
accordé;6;1.0190563538163661E-4
deviendra;3;5.0952817690818304E-5
clairvoyance;2;3.39685451272122E-5
incomparable;3;5.0952817690818304E-5
maximum;6;1.0190563538163661E-4
prières;3;5.0952817690818304E-5
maladie;31;5.265124494717891E-4
fière;2;3.39685451272122E-5
fertilité;3;5.0952817690818304E-5
désert;2;3.39685451272122E-5
phrases;4;6.79370902544244E-5
exister;7;1.188899079452427E-4
multiples;4;6.79370902544244E-5
apparut;8;1.358741805088488E-4
pénétrait;2;3.39685451272122E-5
reposent;5;8.49213628180305E-5
pénétrais;2;3.39685451272122E-5
agrément;2;3.39685451272122E-5
agréable;5;8.49213628180305E-5
dit;18;3.057169061449098E-4
divisions;3;5.0952817690818304E-5
